participant,session,task,raw,referenced,ref,filtered_downsampled,highpass_freq,lowpass_freq,phase,resample_rate,ref_filt_ds,rereferenced,ref_filt_ds_reref,interpolated,ref_filt_ds_reref_interp,bad_channels_marked,bad_channels,annotated,annotation_labels,annotation_onsets,annotation_durations,ica,n_components,ica_method,random_state,bad_indices_marked,bad_indices,ref_filt_ds_reref_interp_ica,preprocessed,clean,notes,bads_marked
P11,pre-training,ro1,data/EEG-recordings/raw/p11/pre-training/P11_pre_ro1.vhdr,FALSE,data/EEG-recordings/ref/p11/pre-training/P11_pre_ro1_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p11/pre-training/P11_pre_ro1_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p11/pre-training/P11_pre_ro1_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p11/pre-training/P11_pre_ro1_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,BAD_END,307.3006625326371,6.449337467362909,TRUE,0.995,picard,666,TRUE,0 1 2 4 13 14 15 16 17 19 20 21 22 23 25 26,data/ref_filt-ds_reref_interp_ica/p11/pre-training/P11_pre_ro1_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p11/pre-training/P11_pre_ro1_ref_filt-ds_reref_interp_ica.fif.gz,NA,NA
P11,pre-training,ro2,data/EEG-recordings/raw/p11/pre-training/P11_pre_ro2.vhdr,FALSE,data/EEG-recordings/ref/p11/pre-training/P11_pre_ro2_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p11/pre-training/P11_pre_ro2_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p11/pre-training/P11_pre_ro2_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p11/pre-training/P11_pre_ro2_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,BAD_SEGMENT,250.54552872062663,2.4791775456919254,TRUE,0.995,picard,666,TRUE,0 1 2 10 11 17,data/ref_filt-ds_reref_interp_ica/p11/pre-training/P11_pre_ro2_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p11/pre-training/P11_pre_ro2_ref_filt-ds_reref_interp_ica.fif.gz,NA,NA
P13,follow-up,rc1,data/EEG-recordings/raw/p13/follow-up/P13_fu_rc1.vhdr,FALSE,data/EEG-recordings/ref/p13/follow-up/P13_fu_rc1_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p13/follow-up/P13_fu_rc1_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p13/follow-up/P13_fu_rc1_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p13/follow-up/P13_fu_rc1_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,BAD_SEGMENT,197.35396866840733,2.5705156657963357,TRUE,0.995,picard,666,TRUE,0 1 2 3 4 5 11 13 14 15 16 18 19 20 21 22 23 24 25 27 28 29 31 32 33 34 35 36 38 39 40 41 43,data/ref_filt-ds_reref_interp_ica/p13/follow-up/P13_fu_rc1_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p13/follow-up/P13_fu_rc1_ref_filt-ds_reref_interp_ica.fif.gz,NA,NA
P13,follow-up,rc2,data/EEG-recordings/raw/p13/follow-up/P13_fu_rc2.vhdr,FALSE,data/EEG-recordings/ref/p13/follow-up/P13_fu_rc2_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p13/follow-up/P13_fu_rc2_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p13/follow-up/P13_fu_rc2_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p13/follow-up/P13_fu_rc2_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,BAD_SEGMENT,203.75013707571804,2.015962793733678,TRUE,0.995,picard,666,TRUE,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 18 19 21 23 24 27 28 31 32 33 36 37,data/ref_filt-ds_reref_interp_ica/p13/follow-up/P13_fu_rc2_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p13/follow-up/P13_fu_rc2_ref_filt-ds_reref_interp_ica.fif.gz,"BADS: Some very high power drifts, otherwise okay. QUESTIONABLE ICA INDICES: Annotation needed at 50 and 75s post ICA.",NA
P13,follow-up,ro1,data/EEG-recordings/raw/p13/follow-up/P13_fu_ro1.vhdr,FALSE,data/EEG-recordings/ref/p13/follow-up/P13_fu_ro1_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p13/follow-up/P13_fu_ro1_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p13/follow-up/P13_fu_ro1_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p13/follow-up/P13_fu_ro1_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,BAD_SEGMENT BAD_SEGMENT BAD_SEGMENT BAD_END,39.63339751958224 147.42698433420367 199.1819810704961 296.090182767624,5.186700391644912 4.997500000000002 14.01360313315925 33.859817232375974,TRUE,0.995,picard,666,TRUE,0 1 2 3 4 5 6 7 8 9 10 12 13 14 15 16 17 18 19 20 23 24 25 26 27 28 29 32 33 34 35 36 39 42 44 45 46 47 48,data/ref_filt-ds_reref_interp_ica/p13/follow-up/P13_fu_ro1_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p13/follow-up/P13_fu_ro1_ref_filt-ds_reref_interp_ica.fif.gz,"BADS: Godzilla tier drifts at the end, and some noisy segments. QUESTIONABLE ICA INDICES: Not sure how good the ICAed data is since so many indices were bad.",NA
P13,follow-up,ro2,data/EEG-recordings/raw/p13/follow-up/P13_fu_ro2.vhdr,FALSE,data/EEG-recordings/ref/p13/follow-up/P13_fu_ro2_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p13/follow-up/P13_fu_ro2_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p13/follow-up/P13_fu_ro2_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p13/follow-up/P13_fu_ro2_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,BAD_SEGMENT BAD_END,1.9768178851174933 294.0715959530026,5.532480417754568 16.12840404699739,TRUE,0.995,picard,666,TRUE,0 1 2 3 4 5 7 8 9 10 11 16 20 23 26 27 28 29 31 33 34 37,data/ref_filt-ds_reref_interp_ica/p13/follow-up/P13_fu_ro2_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p13/follow-up/P13_fu_ro2_ref_filt-ds_reref_interp_ica.fif.gz,"BADS: Some high power drifts, looks similar to other recordings from this session. QUESTIONABLE ICA INDICES: Some small drifts left after ICA from indices that were otherwise good.",NA
P13,post-training,rc1,data/EEG-recordings/raw/p13/post-training/P13_post_rc1.vhdr,FALSE,data/EEG-recordings/ref/p13/post-training/P13_post_rc1_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p13/post-training/P13_post_rc1_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p13/post-training/P13_post_rc1_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p13/post-training/P13_post_rc1_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,BAD_END,170.0,145.05,TRUE,0.995,picard,666,TRUE,0 1 2 3 4 6 7 8 10 11 12 13 14 15 16 17 18 19 20 21 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 42 43 44 45 46 47 48 49 50 51,data/ref_filt-ds_reref_interp_ica/p13/post-training/P13_post_rc1_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p13/post-training/P13_post_rc1_ref_filt-ds_reref_interp_ica.fif.gz,BADS: High power Tokyo Drift mess that makes only the first half useable. QUESTIONABLE ICA INDICES: Useable portion looks okay after applying ICA but good data was definitely lost too.,NA
P13,post-training,rc2,data/EEG-recordings/raw/p13/post-training/P13_post_rc2.vhdr,FALSE,data/EEG-recordings/ref/p13/post-training/P13_post_rc2_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p13/post-training/P13_post_rc2_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p13/post-training/P13_post_rc2_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p13/post-training/P13_post_rc2_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,BAD_SEGMENT BAD_END,289.77692885117494 300.0,4.632147519582247 14.5,TRUE,0.995,picard,666,TRUE,2 3 4 5 7 8 10 11 12 13 14 18 19 21 23 24 26 27 28 30 31 32 33 34 36 37 38 39 40 47 50,data/ref_filt-ds_reref_interp_ica/p13/post-training/P13_post_rc2_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p13/post-training/P13_post_rc2_ref_filt-ds_reref_interp_ica.fif.gz,"BADS: Fairly typical recording, much better than the pre for this session. QUESTIONABLE ICA INDICES: 0, 1. Artifact at 282s needs annotating post ICA.",NA
P13,post-training,ro1,data/EEG-recordings/raw/p13/post-training/P13_post_ro1.vhdr,FALSE,data/EEG-recordings/ref/p13/post-training/P13_post_ro1_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p13/post-training/P13_post_ro1_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p13/post-training/P13_post_ro1_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p13/post-training/P13_post_ro1_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,BAD_START BAD_SEGMENT BAD_SEGMENT BAD_SEGMENT BAD_SEGMENT BAD_END,0.5630483028720628 86.79611292428199 113.05 183.16091057441258 209.57012728459532 263.341615535248,64.29816579634465 13.422679503916427 32.822457571801564 15.805244778067845 34.84619451697128 51.758384464752,TRUE,0.995,picard,666,TRUE,0 1 2 3 4 5 6 7 8 9 12 13 14 15 16 17 19 20 21 22 23 24 25 27 28 29 30 31 32 33 34 39,data/ref_filt-ds_reref_interp_ica/p13/post-training/P13_post_ro1_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p13/post-training/P13_post_ro1_ref_filt-ds_reref_interp_ica.fif.gz,"BADS: More high power drift garbage, worst one yet. Maybe 100s of useable data. QUESTIONABLE ICA INDICES: .",NA
P13,post-training,ro2,data/EEG-recordings/raw/p13/post-training/P13_post_ro2.vhdr,FALSE,data/EEG-recordings/ref/p13/post-training/P13_post_ro2_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p13/post-training/P13_post_ro2_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p13/post-training/P13_post_ro2_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p13/post-training/P13_post_ro2_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,BAD_SEGMENT BAD_END,140.69031005221933 296.88547976501303,20.467238903394275 15.714520234986992,TRUE,0.995,picard,666,TRUE,0 1 2 3 4 5 6 7 8 9 10 11 12 13 16 17 18 19 21 22 23 24 25 26 27 28 29 32 33 35 36 37 39 40 41 42 44 46 47 50 52,data/ref_filt-ds_reref_interp_ica/p13/post-training/P13_post_ro2_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p13/post-training/P13_post_ro2_ref_filt-ds_reref_interp_ica.fif.gz,BADS: Better than ro1 by a lot. QUESTIONABLE ICA INDICES: ICA overkill here decimated final recording so probably not great data.,NA
P13,pre-training,rc1,data/EEG-recordings/raw/p13/pre-training/P13_pre_rc1.vhdr,FALSE,data/EEG-recordings/ref/p13/pre-training/P13_pre_rc1_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p13/pre-training/P13_pre_rc1_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p13/pre-training/P13_pre_rc1_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p13/pre-training/P13_pre_rc1_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,BAD_SEGMENT BAD_SEGMENT BAD_END,7.198639033942559 249.9975 303.9944712793734,3.803580287206266 3.6143798955613704 8.055528720626626,TRUE,0.995,picard,666,TRUE,0 3 6 7 9 11 12 13 14 18 19 22 24 26 27 28 30 31 34 35 36 37 38 40 41 43 44,data/ref_filt-ds_reref_interp_ica/p13/pre-training/P13_pre_rc1_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p13/pre-training/P13_pre_rc1_ref_filt-ds_reref_interp_ica.fif.gz,"BADS: Some noise and ocular artifacts. Much better than the post session recordings. QUESTIONABLE ICA INDICES: 7, 22.",NA
P13,pre-training,rc2,data/EEG-recordings/raw/p13/pre-training/P13_pre_rc2.vhdr,FALSE,data/EEG-recordings/ref/p13/pre-training/P13_pre_rc2_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p13/pre-training/P13_pre_rc2_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p13/pre-training/P13_pre_rc2_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p13/pre-training/P13_pre_rc2_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,BAD_END,297.35291122715404,13.747088772845984,TRUE,0.995,picard,666,TRUE,0 1 2 3 4 5 11 14 18 19 21 24 25 27 28 29 30 35 36 37 40 41,data/ref_filt-ds_reref_interp_ica/p13/pre-training/P13_pre_rc2_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p13/pre-training/P13_pre_rc2_ref_filt-ds_reref_interp_ica.fif.gz,"BADS: A bit drifty but otherwise okay. QUESTIONABLE ICA INDICES: 2, 16, 21. Still a bit drifty with ocular artifacts after ICA but removing them would get rid of a lot of good data.",NA
P13,pre-training,ro1,data/EEG-recordings/raw/p13/pre-training/P13_pre_ro1.vhdr,FALSE,data/EEG-recordings/ref/p13/pre-training/P13_pre_ro1_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p13/pre-training/P13_pre_ro1_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p13/pre-training/P13_pre_ro1_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p13/pre-training/P13_pre_ro1_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,BAD_SEGMENT BAD_END,252.15949412532638 295.30032963446473,10.995695169712803 17.349670365535246,TRUE,0.995,picard,666,TRUE,0 1 2 3 5 6 7 8 10 13 15 18 19 21 27 28 35 36 37 39 40 42 43 44 45 46,data/ref_filt-ds_reref_interp_ica/p13/pre-training/P13_pre_ro1_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p13/pre-training/P13_pre_ro1_ref_filt-ds_reref_interp_ica.fif.gz,"BADS: Fairly typical amounts of badness. QUESTIONABLE ICA INDICES: 12, 21, 22, 24, .",NA
P13,pre-training,ro2,data/EEG-recordings/raw/p13/pre-training/P13_pre_ro2.vhdr,FALSE,data/EEG-recordings/ref/p13/pre-training/P13_pre_ro2_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p13/pre-training/P13_pre_ro2_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p13/pre-training/P13_pre_ro2_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p13/pre-training/P13_pre_ro2_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,BAD_SEGMENT BAD_SEGMENT BAD_END,103.30774477806789 270.5011096605744 298.12506853785897,4.938782637075718 6.759020887728468 12.724931462141058,TRUE,0.995,picard,666,TRUE,0 1 2 3 4 10 14 15 17 18 19 20 21 22 25 26 27 30 31 35 36 37 38 40 41 42 43 44 45,data/ref_filt-ds_reref_interp_ica/p13/pre-training/P13_pre_ro2_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p13/pre-training/P13_pre_ro2_ref_filt-ds_reref_interp_ica.fif.gz,"BADS: A couple noisy segments. Otherwise just expected ocular artifacts. QUESTIONABLE ICA INDICES: 10, 11, 12, 21, .",NA
P14,follow-up,rc1,data/EEG-recordings/raw/p14/follow-up/P14_fu_rc1.vhdr,FALSE,data/EEG-recordings/ref/p14/follow-up/P14_fu_rc1_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p14/follow-up/P14_fu_rc1_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p14/follow-up/P14_fu_rc1_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p14/follow-up/P14_fu_rc1_ref_filt-ds_reref_interp.fif.gz,TRUE,TP10 TP9 FT7,TRUE,BAD_START BAD_SEGMENT BAD_SEGMENT BAD_END,0.006524151436031356 41.5201272845953 195.4945855091384 304.550022845953,12.24833224543081 3.8883942558746725 13.24375326370756 7.299977154047042,TRUE,0.995,picard,666,TRUE,0 1 2 3 4 5 6 7 9 10 13 16 19 20 21 23 26 27 28,data/ref_filt-ds_reref_interp_ica/p14/follow-up/P14_fu_rc1_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p14/follow-up/P14_fu_rc1_ref_filt-ds_reref_interp_ica.fif.gz,"BADS: Godzilla drifts here too. QUESTIONABLE ICA INDICES: 2, 3, .",NA
P14,follow-up,rc2,data/EEG-recordings/raw/p14/follow-up/P14_fu_rc2.vhdr,FALSE,data/EEG-recordings/ref/p14/follow-up/P14_fu_rc2_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p14/follow-up/P14_fu_rc2_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p14/follow-up/P14_fu_rc2_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p14/follow-up/P14_fu_rc2_ref_filt-ds_reref_interp.fif.gz,TRUE,TP10 TP9,TRUE,BAD_SEGMENT BAD_SEGMENT BAD_END,19.15713446475196 57.04858355091384 291.7165143603133,14.103691253263708 7.0395593994778025 24.733485639686705,TRUE,0.995,picard,666,TRUE,1 2 5 6 9 11 14 16 19 22 25 26 27 28 31 35 37 38 39 41 43 45 46 48 50 51,data/ref_filt-ds_reref_interp_ica/p14/follow-up/P14_fu_rc2_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p14/follow-up/P14_fu_rc2_ref_filt-ds_reref_interp_ica.fif.gz,"BADS: Similar to rc1 but no high power drifts. QUESTIONABLE ICA INDICES: 25, .",NA
P14,follow-up,ro1,data/EEG-recordings/raw/p14/follow-up/P14_fu_ro1.vhdr,FALSE,data/EEG-recordings/ref/p14/follow-up/P14_fu_ro1_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p14/follow-up/P14_fu_ro1_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p14/follow-up/P14_fu_ro1_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p14/follow-up/P14_fu_ro1_ref_filt-ds_reref_interp.fif.gz,FALSE,NA,TRUE,BAD_START BAD_SEGMENT BAD_SEGMENT BAD_SEGMENT,0.0 119.2276501305483 213.80483028720627 276.73417428198434,13.234729112271541 3.5817591383812015 10.649915143603153 0.6393668407310429,TRUE,0.995,picard,666,TRUE,0 2 3 4 7 8 9 11 13 14 16 17 18 20 21 23 26 28 30 32 33 34 35 36 39 41 42 43 46 50 51 52,data/ref_filt-ds_reref_interp_ica/p14/follow-up/P14_fu_ro1_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p14/follow-up/P14_fu_ro1_ref_filt-ds_reref_interp_ica.fif.gz,"BADS: Not as bad as ro1 but still has some really bad artifacts. QUESTIONABLE ICA INDICES: 8, .",NA
P14,follow-up,ro2,data/EEG-recordings/raw/p14/follow-up/P14_fu_ro2.vhdr,FALSE,data/EEG-recordings/ref/p14/follow-up/P14_fu_ro2_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p14/follow-up/P14_fu_ro2_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p14/follow-up/P14_fu_ro2_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p14/follow-up/P14_fu_ro2_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,BAD_SEGMENT BAD_END,136.71460182767626 291.8698466057441,6.696279373368128 19.98015339425592,TRUE,0.995,picard,666,TRUE,0 1 6 8 10 11 15 17 22 24 25 28 32 33 34 36 37 41 43,data/ref_filt-ds_reref_interp_ica/p14/follow-up/P14_fu_ro2_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p14/follow-up/P14_fu_ro2_ref_filt-ds_reref_interp_ica.fif.gz,NA,NA
P14,post-training,rc1,data/EEG-recordings/raw/p14/post-training/P14_post_rc1.vhdr,FALSE,data/EEG-recordings/ref/p14/post-training/P14_post_rc1_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p14/post-training/P14_post_rc1_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p14/post-training/P14_post_rc1_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p14/post-training/P14_post_rc1_ref_filt-ds_reref_interp.fif.gz,TRUE,TP9 TP10,TRUE,BAD_START BAD_SEGMENT BAD_SEGMENT BAD_END,0.006524151436031356 231.5984171018277 263.5895332898172 300.0,6.380620104438642 6.700303524804184 8.044278720626664 14.0,TRUE,0.995,picard,666,TRUE,0 3 7 8 9 10 11 14 15 16 17 18 22 23 24 28 29 31 32 39 40 41 43 44 45 47 49,data/ref_filt-ds_reref_interp_ica/p14/post-training/P14_post_rc1_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p14/post-training/P14_post_rc1_ref_filt-ds_reref_interp_ica.fif.gz,BADS: A bit odd the same channels are bad between this session and followup. QUESTIONABLE ICA INDICES: 7.,NA
P14,post-training,rc2,data/EEG-recordings/raw/p14/post-training/P14_post_rc2.vhdr,FALSE,data/EEG-recordings/ref/p14/post-training/P14_post_rc2_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p14/post-training/P14_post_rc2_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p14/post-training/P14_post_rc2_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p14/post-training/P14_post_rc2_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,BAD_END,312.0056886422976,18.69431135770236,TRUE,0.995,picard,666,TRUE,1 2 6 9 17 18 19 22 24 25 30 31 32 33 34 35 39 40 41 42 43 46 47 48 50,data/ref_filt-ds_reref_interp_ica/p14/post-training/P14_post_rc2_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p14/post-training/P14_post_rc2_ref_filt-ds_reref_interp_ica.fif.gz,"BADS: TP9 and TP10 still noisy but an acceptable amount. QUESTIONABLE ICA INDICES: 8, 12, 13, .",NA
P14,post-training,ro1,data/EEG-recordings/raw/p14/post-training/P14_post_ro1.vhdr,FALSE,data/EEG-recordings/ref/p14/post-training/P14_post_ro1_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p14/post-training/P14_post_ro1_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p14/post-training/P14_post_ro1_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p14/post-training/P14_post_ro1_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,BAD_SEGMENT BAD_SEGMENT BAD_SEGMENT BAD_SEGMENT,135.65768929503918 202.27040469973892 266.1612989556136 307.8851990861619,5.023596605744132 6.876455613577036 10.1944745430809 5.91088120104439,TRUE,0.995,picard,666,TRUE,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 21 23 25 26 27 28 32 34 38 39 40 41 44 45 47 48 50,data/ref_filt-ds_reref_interp_ica/p14/post-training/P14_post_ro1_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p14/post-training/P14_post_ro1_ref_filt-ds_reref_interp_ica.fif.gz,BADS: High power drifts and some noisy segments. QUESTIONABLE ICA INDICES: Still a bit drifty after ICA.,NA
P14,post-training,ro2,data/EEG-recordings/raw/p14/post-training/P14_post_ro2.vhdr,FALSE,data/EEG-recordings/ref/p14/post-training/P14_post_ro2_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p14/post-training/P14_post_ro2_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p14/post-training/P14_post_ro2_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p14/post-training/P14_post_ro2_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,BAD_START BAD_SEGMENT BAD_SEGMENT,0.0 286.0817591383812 310.6607963446475,23.41740535248042 5.734729112271566 11.029565926892928,TRUE,0.995,picard,666,TRUE,0 1 3 4 7 8 16 17 20 21 27 29 30 31 35 37 38 39 44 46 50,data/ref_filt-ds_reref_interp_ica/p14/post-training/P14_post_ro2_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p14/post-training/P14_post_ro2_ref_filt-ds_reref_interp_ica.fif.gz,BADS: Better than ro1. Still has noisy segments and TP9 and TP10 being a bit noisy. QUESTIONABLE ICA INDICES: A wee bit drifty after ICA in a few of sections.,NA
